Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Stock
14-02-2012,35.25052807,35.89479432,34.5142253,35.43460464,173280,0,0,20MICRONS.NS
15-02-2012,34.65227819,36.8151679,34.0540303,35.13547516,288068,0,0,20MICRONS.NS
16-02-2012,35.52663011,35.98681964,34.51421455,35.06644058,242410,0,0,20MICRONS.NS
17-02-2012,35.54964765,37.62050092,35.43460025,35.57265854,222658,0,0,20MICRONS.NS
21-02-2012,36.03284789,36.03284789,34.51422077,34.99742126,152910,0,0,20MICRONS.NS
22-02-2012,35.0204332,36.35498395,34.97441494,35.31955719,320166,0,0,20MICRONS.NS
23-02-2012,35.34256808,35.48062287,34.51422527,35.31955719,214014,0,0,20MICRONS.NS
24-02-2012,36.86118806,36.86118806,34.97441131,35.66469574,135258,0,0,20MICRONS.NS
27-02-2012,35.94080255,36.4009921,35.0894526,35.38857651,111230,0,0,20MICRONS.NS
28-02-2012,35.84877605,36.76915539,35.02043324,35.43460464,219574,0,0,20MICRONS.NS
29-02-2012,35.89478608,36.07886261,35.43459651,35.68770218,145394,0,0,20MICRONS.NS
01-03-2012,35.89479398,37.50545782,35.84877572,36.37799454,125222,0,0,20MICRONS.NS
02-03-2012,36.81516819,40.49668501,36.76914993,39.09310532,412866,0,0,20MICRONS.NS
05-03-2012,39.80639837,40.49668274,38.72495357,39.16213226,154784,0,0,20MICRONS.NS
06-03-2012,39.5993154,39.80639931,37.75855705,37.85059357,141700,0,0,20MICRONS.NS
07-03-2012,38.60991202,40.47367798,38.60991202,38.86301422,167558,0,0,20MICRONS.NS
09-03-2012,39.76038189,39.76038189,37.55147042,38.17272568,178118,0,0,20MICRONS.NS
12-03-2012,37.73555145,39.11612041,36.53905906,37.57448578,184904,0,0,20MICRONS.NS
13-03-2012,39.04708567,39.04708567,37.16030907,37.62049866,157630,0,0,20MICRONS.NS
14-03-2012,37.11429604,38.56389415,36.86119033,37.34439087,108038,0,0,20MICRONS.NS
15-03-2012,37.9886499,37.9886499,37.11428902,37.20632553,155240,0,0,20MICRONS.NS
16-03-2012,36.81516677,38.65592511,36.81516677,37.39040375,185196,0,0,20MICRONS.NS
19-03-2012,38.65592523,38.65592523,36.76914863,37.62049866,115904,0,0,20MICRONS.NS
20-03-2012,38.19573813,38.42583294,37.29836978,38.12670898,227362,0,0,20MICRONS.NS
21-03-2012,39.02407924,39.02407924,36.35497817,38.17272568,414090,0,0,20MICRONS.NS
22-03-2012,38.84000398,38.84000398,37.27535859,37.43642426,167288,0,0,20MICRONS.NS
23-03-2012,38.31078527,38.60990922,37.34438779,37.55147171,235634,0,0,20MICRONS.NS
26-03-2012,38.26476632,38.26476632,36.9992449,37.45943451,236336,0,0,20MICRONS.NS
27-03-2012,34.51421728,38.42582858,34.05402772,37.20632553,224252,0,0,20MICRONS.NS
28-03-2012,36.81517034,37.50545478,36.81517034,36.93021774,114284,0,0,20MICRONS.NS
29-03-2012,37.73554794,37.85059534,36.67711044,36.86118698,135456,0,0,20MICRONS.NS
30-03-2012,36.86118797,37.85059635,36.81516971,36.953228,236572,0,0,20MICRONS.NS
02-04-2012,37.73554498,39.07009544,36.88419497,38.58689499,263122,0,0,20MICRONS.NS
03-04-2012,38.4258347,39.0701009,37.78156851,38.54088211,206730,0,0,20MICRONS.NS
04-04-2012,38.42583043,38.88602002,37.50545126,37.62049866,188534,0,0,20MICRONS.NS
09-04-2012,37.41341406,38.56388801,37.29836667,37.52846146,224308,0,0,20MICRONS.NS
10-04-2012,38.1037102,38.93204959,37.04527244,38.21875763,193352,0,0,20MICRONS.NS
11-04-2012,38.84000176,38.84000176,37.50545126,37.62049866,217546,0,0,20MICRONS.NS
12-04-2012,38.19573787,38.19573787,37.43642431,37.55147171,120654,0,0,20MICRONS.NS
13-04-2012,37.78157039,38.03467611,37.41342077,37.66652298,185234,0,0,20MICRONS.NS
16-04-2012,37.59748817,37.82758297,37.04526207,37.13729858,186112,0,0,20MICRONS.NS
17-04-2012,38.19574025,38.56389336,35.54964981,37.82758713,364966,0,0,20MICRONS.NS
18-04-2012,38.19573813,38.60990949,37.55147196,38.12670898,151382,0,0,20MICRONS.NS
19-04-2012,38.33379038,38.67893254,37.5054478,38.19573212,175474,0,0,20MICRONS.NS
20-04-2012,38.33379334,38.3798116,37.50545069,37.75855637,105576,0,0,20MICRONS.NS
23-04-2012,37.73554799,38.05767932,36.81516877,36.97623444,137536,0,0,20MICRONS.NS
24-04-2012,37.62050334,42.79763682,36.70012405,41.55512619,1330722,0,0,20MICRONS.NS
25-04-2012,42.10734305,43.05073301,39.87542448,40.54269791,550012,0,0,20MICRONS.NS
26-04-2012,41.14094982,43.46490513,40.72677849,41.00289154,463670,0,0,20MICRONS.NS
27-04-2012,41.0949411,42.29143361,40.72678794,42.10735703,251118,0,0,20MICRONS.NS
30-04-2012,42.19938784,42.19938784,40.77280068,41.34803772,141978,0,0,20MICRONS.NS
02-05-2012,41.76220192,42.0843332,40.0364911,40.63473892,301386,0,0,20MICRONS.NS
03-05-2012,40.51969248,42.33743985,40.26658682,41.18696594,300990,0,0,20MICRONS.NS
04-05-2012,41.00289214,41.41706347,40.15154209,40.28960037,122906,0,0,20MICRONS.NS
07-05-2012,40.49668634,40.58872286,39.66834363,39.87543106,182894,0,0,20MICRONS.NS
08-05-2012,40.220576,40.49668909,39.00107273,39.4382515,200662,0,0,20MICRONS.NS
09-05-2012,39.34621352,39.73737401,38.88602389,39.02408218,158314,0,0,20MICRONS.NS
10-05-2012,39.53028919,40.95687632,38.65592821,40.68076324,214204,0,0,20MICRONS.NS
11-05-2012,40.93385959,41.18696525,40.03649136,41.09492874,181194,0,0,20MICRONS.NS
14-05-2012,41.09492885,41.30201274,39.66833841,40.15153885,108774,0,0,20MICRONS.NS
15-05-2012,39.59931814,41.53211314,39.59931814,40.22057343,209572,0,0,20MICRONS.NS
16-05-2012,39.64533822,40.03649871,39.00107202,39.23116684,142764,0,0,20MICRONS.NS
17-05-2012,39.82941478,39.82941478,39.02408291,39.23116684,159810,0,0,20MICRONS.NS
18-05-2012,39.00107026,39.50727814,38.54088064,38.81699371,173922,0,0,20MICRONS.NS
21-05-2012,39.2311667,39.53029067,38.19574002,38.88602448,164630,0,0,20MICRONS.NS
22-05-2012,39.66834092,40.05950488,38.63291435,38.90903091,241064,0,0,20MICRONS.NS
23-05-2012,39.23116362,41.39405335,39.23116362,40.49668503,250548,0,0,20MICRONS.NS
24-05-2012,40.95687613,44.31626175,40.95687613,42.42948151,474130,0,0,20MICRONS.NS
25-05-2012,42.42947366,42.68257931,41.41705809,42.08433151,196866,0,0,20MICRONS.NS
28-05-2012,42.10734816,43.5569461,42.10734816,42.84365082,160272,0,0,20MICRONS.NS
29-05-2012,43.25782743,44.08617021,41.46308708,42.33744812,265560,0,0,20MICRONS.NS
30-05-2012,42.03831999,42.17637827,41.41706472,41.53211212,173234,0,0,20MICRONS.NS
31-05-2012,41.5321153,41.87725754,41.23299133,41.55512619,151156,0,0,20MICRONS.NS
01-06-2012,41.69318375,42.03832601,40.68076788,41.23299408,103022,0,0,20MICRONS.NS
04-06-2012,39.71436663,42.33744613,39.6223266,41.34803772,175350,0,0,20MICRONS.NS
05-06-2012,41.57812852,41.87725246,40.68076023,41.00289154,159064,0,0,20MICRONS.NS
06-06-2012,41.80822726,41.80822726,39.80640306,41.11794281,284466,0,0,20MICRONS.NS
07-06-2012,40.49668807,41.50910387,39.8294145,40.17455673,198086,0,0,20MICRONS.NS
08-06-2012,40.4276532,41.60113801,39.6683397,41.3940506,257920,0,0,20MICRONS.NS
11-06-2012,41.64715557,41.64715557,40.24357599,41.3020134,206500,0,0,20MICRONS.NS
12-06-2012,41.76220596,42.15336641,40.74979025,40.86483765,200592,0,0,20MICRONS.NS
13-06-2012,41.37104662,41.37104662,40.03649605,40.47367477,161840,0,0,20MICRONS.NS
14-06-2012,40.91085568,40.91085568,40.26658954,40.40464783,224772,0,0,20MICRONS.NS
15-06-2012,40.91085385,40.91085385,39.80639817,39.9904747,287064,0,0,20MICRONS.NS
18-06-2012,40.45066724,40.88784596,40.03649589,40.12853241,192600,0,0,20MICRONS.NS
19-06-2012,40.58872022,40.58872022,39.00106754,39.13912582,223758,0,0,20MICRONS.NS
20-06-2012,39.57630575,39.66834226,38.88602135,38.97805786,225018,0,0,20MICRONS.NS
21-06-2012,39.41523824,40.01348258,38.93203777,39.73736954,202060,0,0,20MICRONS.NS
22-06-2012,39.80640066,40.03649546,38.88602145,39.20815277,323756,0,0,20MICRONS.NS
25-06-2012,39.11611437,40.35862483,39.11611437,39.85241699,281460,0,0,20MICRONS.NS
26-06-2012,40.45066638,40.72677944,39.36922153,39.69135284,209146,0,0,20MICRONS.NS
27-06-2012,40.22057083,40.473673,39.11611511,39.48426819,240576,0,0,20MICRONS.NS
28-06-2012,39.96747029,39.99048118,39.36922586,39.4382515,201344,0,0,20MICRONS.NS
29-06-2012,39.5763047,40.15154169,39.04708597,39.48426819,243406,0,0,20MICRONS.NS
02-07-2012,39.8524185,40.45066638,39.36922153,39.69135284,282908,0,0,20MICRONS.NS
03-07-2012,39.80639599,40.35862205,39.6913486,40.05950165,187730,0,0,20MICRONS.NS
04-07-2012,40.42765264,40.68075831,39.85241568,40.3586235,184784,0,0,20MICRONS.NS
05-07-2012,40.40464914,41.18697007,40.28960174,40.47367477,186550,0,0,20MICRONS.NS
06-07-2012,40.95687198,40.95687198,39.530285,39.76037979,168016,0,0,20MICRONS.NS
09-07-2012,40.03649452,40.24357843,39.16213359,39.94445801,245584,0,0,20MICRONS.NS
10-07-2012,40.49668887,43.16579022,38.35680631,38.86301422,1082242,0,0,20MICRONS.NS
11-07-2012,39.87543106,45.19061903,39.13912837,43.48791885,1624530,0,0,20MICRONS.NS
12-07-2012,43.53393504,44.54635426,42.3374428,42.49850845,451792,0,0,20MICRONS.NS
13-07-2012,43.25782283,43.71801243,42.03831968,42.2454071,247614,0,0,20MICRONS.NS
16-07-2012,42.79763146,44.59237155,41.87725229,41.94628143,185596,0,0,20MICRONS.NS
17-07-2012,42.7516163,43.21180591,42.10735013,42.31443405,221112,0,0,20MICRONS.NS
18-07-2012,43.02773088,46.20304006,42.79763606,43.67199707,992700,0,0,20MICRONS.NS
19-07-2012,44.17820207,45.3056652,43.99412553,44.33926773,436504,0,0,20MICRONS.NS
20-07-2012,45.05256446,45.05256446,43.69500298,43.94810867,271600,0,0,20MICRONS.NS
23-07-2012,44.13217853,45.05255763,44.13217853,44.50032806,245146,0,0,20MICRONS.NS
24-07-2012,45.00654577,45.5587719,44.2472322,44.43130875,235776,0,0,20MICRONS.NS
25-07-2012,44.84547413,44.8914959,44.17820063,44.61537933,251650,0,0,20MICRONS.NS
26-07-2012,45.2483869,45.78761709,44.5215979,45.08427429,294672,0.9,0,20MICRONS.NS
27-07-2012,45.55317589,45.95173615,45.01394561,45.10772324,223700,0,0,20MICRONS.NS
30-07-2012,45.57661425,46.37373827,45.24838902,45.81106186,185516,0,0,20MICRONS.NS
31-07-2012,45.95173569,46.16273713,45.38906281,45.50628662,233248,0,0,20MICRONS.NS
01-08-2012,45.69384017,45.95173399,44.80294207,45.45939255,239204,0,0,20MICRONS.NS
02-08-2012,45.48283729,45.88139752,45.29527848,45.41250229,258010,0,0,20MICRONS.NS
03-08-2012,45.95173223,51.10957973,45.69383843,46.65507507,519444,0,0,20MICRONS.NS
06-08-2012,48.62443116,55.32963399,46.88952033,53.96983719,1824364,0,0,20MICRONS.NS
07-08-2012,54.01672729,56.05642433,52.28181642,53.17271805,882240,0,0,20MICRONS.NS
08-08-2012,53.17271412,54.74351226,53.17271412,53.40716171,468262,0,0,20MICRONS.NS
09-08-2012,53.92295269,55.93920365,53.21960982,54.57940674,494688,0,0,20MICRONS.NS
10-08-2012,54.57940409,55.28274692,53.00860583,53.24305344,446294,0,0,20MICRONS.NS
13-08-2012,54.90763128,56.85354722,53.782282,55.75164413,709304,0,0,20MICRONS.NS
14-08-2012,56.26742753,57.67411322,55.09518946,55.37652588,777646,0,0,20MICRONS.NS
16-08-2012,55.7047551,56.17365033,54.39184702,54.67318344,417390,0,0,20MICRONS.NS
17-08-2012,54.97796766,55.11863767,54.15740098,54.48562622,187810,0,0,20MICRONS.NS
21-08-2012,54.86073623,55.6813028,54.13394727,55.25929642,260160,0,0,20MICRONS.NS
22-08-2012,55.32963949,55.47030949,54.39184899,54.55596161,138564,0,0,20MICRONS.NS
23-08-2012,54.86073854,56.17364654,53.92294814,54.43873215,299580,0,0,20MICRONS.NS
24-08-2012,54.39184754,55.98609206,54.18084611,54.50907135,429918,0,0,20MICRONS.NS
27-08-2012,54.76696123,58.49467667,54.67318004,55.51719284,833622,0,0,20MICRONS.NS
28-08-2012,55.79853305,57.01765995,54.9545202,56.29087448,364430,0,0,20MICRONS.NS
29-08-2012,56.5018763,58.47123488,56.15020487,56.66598892,408744,0,0,20MICRONS.NS
30-08-2012,56.61909576,57.81477995,56.24397816,56.52531815,193092,0,0,20MICRONS.NS
31-08-2012,56.73632222,56.85354603,55.32963655,55.54063797,218862,0,0,20MICRONS.NS
03-09-2012,55.91575557,56.66598722,53.82917325,54.46218109,281502,0,0,20MICRONS.NS
04-09-2012,55.09518698,56.07986621,54.41529036,55.6578598,207012,0,0,20MICRONS.NS
05-09-2012,55.91576019,57.72100624,55.32964111,55.68131256,373602,0,0,20MICRONS.NS
06-09-2012,56.15020782,56.87699691,55.44686493,55.68131256,153904,0,0,20MICRONS.NS
07-09-2012,55.49375215,56.50187765,55.49375215,55.86886978,153896,0,0,20MICRONS.NS
10-09-2012,55.89231081,56.73632366,55.61097438,56.056427,223852,0,0,20MICRONS.NS
11-09-2012,56.50187168,56.73631928,55.91575268,56.22053528,214930,0,0,20MICRONS.NS
12-09-2012,56.26742868,57.6741144,56.07986987,56.66598892,291538,0,0,20MICRONS.NS
13-09-2012,57.20521691,57.79133594,55.47030602,56.47842789,302346,0,0,20MICRONS.NS
14-09-2012,57.1583258,60.60470482,56.40809419,58.84634781,404300,0,0,20MICRONS.NS
17-09-2012,59.31525196,66.32523485,59.31525196,65.52811432,1623948,0,0,20MICRONS.NS
18-09-2012,65.95010484,68.22424935,64.75442785,66.86445618,878102,0,0,20MICRONS.NS
20-09-2012,64.80132294,67.52091685,62.83196429,64.80132294,731694,0,0,20MICRONS.NS
21-09-2012,65.17644196,69.39649935,63.3008609,64.0042038,3042194,0,0,20MICRONS.NS
24-09-2012,61.70662215,64.89510436,58.26023896,61.80039978,940988,0,0,20MICRONS.NS
25-09-2012,62.7850683,62.7850683,57.20521794,57.69755936,922408,0,0,20MICRONS.NS
26-09-2012,58.09611598,58.09611598,46.88951999,51.03924179,1928888,0,0,20MICRONS.NS
27-09-2012,51.10957955,53.40716687,49.56222388,50.28901291,427986,0,0,20MICRONS.NS
28-09-2012,49.35122542,53.14927626,49.35122542,52.23493195,744032,0,0,20MICRONS.NS
01-10-2012,52.04737398,56.68943779,52.04737398,56.15020752,981068,0,0,20MICRONS.NS
03-10-2012,56.17364986,58.84635124,56.17364986,57.69755936,583486,0,0,20MICRONS.NS
04-10-2012,56.26743021,59.05735553,56.26743021,57.25210953,319316,0,0,20MICRONS.NS
05-10-2012,61.89416938,61.89416938,54.62629343,55.70475388,494402,0,0,20MICRONS.NS
08-10-2012,56.36120589,58.14300921,55.82197923,57.36933136,428496,0,0,20MICRONS.NS
09-10-2012,57.67411225,58.56501389,52.04736959,55.16552353,289898,0,0,20MICRONS.NS
10-10-2012,55.56408725,57.9085635,55.49375224,56.40810013,332514,0,0,20MICRONS.NS
11-10-2012,56.73632722,57.58034013,54.4387397,55.2124176,250582,0,0,20MICRONS.NS
12-10-2012,55.39997381,56.17365168,54.72007356,54.95452118,388298,0,0,20MICRONS.NS
15-10-2012,55.0248542,56.07986846,53.50094471,53.99328613,196184,0,0,20MICRONS.NS
16-10-2012,55.28275167,55.28275167,53.45405945,53.68850708,433634,0,0,20MICRONS.NS
17-10-2012,53.45405659,54.50907086,52.3521535,52.82104874,344096,0,0,20MICRONS.NS
18-10-2012,53.03204566,53.19615826,52.00047766,52.44592667,306706,0,0,20MICRONS.NS
19-10-2012,53.00860836,53.00860836,51.57847644,52.18804169,212446,0,0,20MICRONS.NS
22-10-2012,52.1177042,56.00953236,51.01580115,51.69569778,481978,0,0,20MICRONS.NS
23-10-2012,51.85981133,55.1655241,51.3205811,51.90670013,314832,0,0,20MICRONS.NS
25-10-2012,52.25837114,53.28994278,51.29713808,51.53158569,200574,0,0,20MICRONS.NS
29-10-2012,50.19523452,52.65693441,50.19523452,51.69569778,217042,0,0,20MICRONS.NS
30-10-2012,52.04737113,53.59472684,51.5784759,53.1258316,428564,0,0,20MICRONS.NS
31-10-2012,53.45405291,54.34495451,53.10238151,53.66505432,285194,0,0,20MICRONS.NS
01-11-2012,53.92295302,60.29993119,53.92295302,58.89324188,1841120,0,0,20MICRONS.NS
02-11-2012,58.86978846,70.24049603,58.84634227,69.4199295,6974242,0,0,20MICRONS.NS
05-11-2012,70.33428061,80.13418751,70.33428061,76.85192108,8132200,0,0,20MICRONS.NS
06-11-2012,76.89881932,80.83753647,73.85100026,74.88256836,5357026,0,0,20MICRONS.NS
07-11-2012,75.91413068,78.30549908,69.46682162,70.82662201,3590310,0,0,20MICRONS.NS
08-11-2012,70.80318221,75.91413753,66.81757262,74.85912323,4597472,0,0,20MICRONS.NS
09-11-2012,75.5859101,77.25048961,74.3198944,76.45336914,3229080,0,0,20MICRONS.NS
12-11-2012,78.77440463,79.24329989,72.16297852,72.79598999,3223536,0,0,20MICRONS.NS
15-11-2012,71.38929971,71.38929971,67.28646639,67.63813782,1364202,0,0,20MICRONS.NS
16-11-2012,67.98980295,68.17735816,63.53529862,64.51998138,883390,0,0,20MICRONS.NS
19-11-2012,63.32430039,70.96729385,62.36306377,70.94384766,3088416,0,0,20MICRONS.NS
20-11-2012,71.29551363,73.10075578,66.93478702,68.88069916,3549368,0,0,20MICRONS.NS
21-11-2012,69.63093941,70.80317745,62.5506188,63.13673782,2616884,0,0,20MICRONS.NS
22-11-2012,63.30085476,65.03576564,60.60470724,61.12049484,1850262,0,0,20MICRONS.NS
23-11-2012,61.89417247,62.50373772,60.04203768,60.51093292,1651690,0,0,20MICRONS.NS
26-11-2012,60.95637517,66.5596713,60.48747998,66.37211609,4429048,0,0,20MICRONS.NS
27-11-2012,66.81756906,67.47401951,62.59751207,66.13767242,2655868,0,0,20MICRONS.NS
29-11-2012,66.77067968,67.94291779,63.81664538,64.37931824,1089716,0,0,20MICRONS.NS
30-11-2012,65.01232145,65.64533288,64.00419956,64.40276337,669672,0,0,20MICRONS.NS
03-12-2012,64.98889226,66.7706887,63.95731687,64.35588074,968420,0,0,20MICRONS.NS
04-12-2012,64.51998456,66.53622826,64.49653836,65.6922226,927338,0,0,20MICRONS.NS
05-12-2012,66.02044035,66.93478449,64.70753247,65.22332001,1477090,0,0,20MICRONS.NS
06-12-2012,65.64533723,65.64533723,63.44153091,64.0042038,644494,0,0,20MICRONS.NS
07-12-2012,64.07452308,64.91853583,63.3008489,63.6290741,575612,0,0,20MICRONS.NS
10-12-2012,63.91042647,66.58312807,61.12050106,63.84008789,694152,0,0,20MICRONS.NS
11-12-2012,64.23863904,64.89508942,63.76974386,64.09796906,529464,0,0,20MICRONS.NS
12-12-2012,64.2386373,66.44244314,64.2386373,65.22332001,709428,0,0,20MICRONS.NS
13-12-2012,65.52811016,65.55155635,64.23864824,64.68409729,302200,0,0,20MICRONS.NS
14-12-2012,64.70754057,66.25489623,64.70754057,66.13767242,1120710,0,0,20MICRONS.NS
17-12-2012,67.23957619,70.26395629,67.19269096,69.91228485,1637854,0,0,20MICRONS.NS
18-12-2012,69.86539489,72.37398743,68.01326001,72.02231598,1782100,0,0,20MICRONS.NS
19-12-2012,72.3739795,72.86631375,70.56873005,70.94384766,894362,0,0,20MICRONS.NS
20-12-2012,70.82662887,74.29645086,70.56873505,70.99073792,2685350,0,0,20MICRONS.NS
21-12-2012,70.80318219,71.69408029,69.63094407,69.77161407,701416,0,0,20MICRONS.NS
24-12-2012,70.02950004,71.50651703,69.98260766,70.54528046,796864,0,0,20MICRONS.NS
26-12-2012,70.73284075,71.27206734,68.22424867,68.27114105,817420,0,0,20MICRONS.NS
27-12-2012,69.30271061,69.30271061,67.14578987,67.61468506,577708,0,0,20MICRONS.NS
28-12-2012,67.61469697,68.03670701,66.81757644,66.91135406,529150,0,0,20MICRONS.NS
31-12-2012,67.02856859,73.5931015,67.02856859,73.5931015,2827132,0,0,20MICRONS.NS
01-01-2013,74.74189597,77.53182828,73.38210268,75.39835358,4107052,0,0,20MICRONS.NS
02-01-2013,75.35145957,75.53902195,72.67875828,72.96009827,1088880,0,0,20MICRONS.NS
03-01-2013,73.6868839,74.81223677,71.27207629,71.64719391,590180,0,0,20MICRONS.NS
04-01-2013,71.74096733,72.44431015,70.80317691,71.10795593,380850,0,0,20MICRONS.NS
07-01-2013,72.09264382,73.14765812,69.39649616,70.24050903,1144204,0,0,20MICRONS.NS
08-01-2013,70.31083075,71.2486211,69.63093417,70.59217072,605020,0,0,20MICRONS.NS
09-01-2013,71.17829207,72.67875526,69.77160648,70.0763855,393190,0,0,20MICRONS.NS
10-01-2013,70.35772865,70.80317768,69.39649203,69.70127106,362922,0,0,20MICRONS.NS
11-01-2013,69.91228729,71.03763307,69.11515961,69.39649963,451474,0,0,20MICRONS.NS
14-01-2013,69.53716655,69.79506037,68.45870605,68.52903748,333356,0,0,20MICRONS.NS
15-01-2013,69.77161398,71.97542021,68.01325681,71.31896973,1198216,0,0,20MICRONS.NS
16-01-2013,68.24769938,72.39741771,68.24769938,70.49839783,463044,0,0,20MICRONS.NS
17-01-2013,70.80318297,72.20986872,69.93572389,70.52184296,269720,0,0,20MICRONS.NS
18-01-2013,70.803173,73.54621269,70.00605261,71.3423996,2354266,0,0,20MICRONS.NS
21-01-2013,71.22518524,72.86631861,70.38117952,70.85007477,755778,0,0,20MICRONS.NS
22-01-2013,71.03762446,72.18641629,70.31083545,70.49839783,475772,0,0,20MICRONS.NS
23-01-2013,70.77973965,75.37491473,70.33429057,73.24143982,1602058,0,0,20MICRONS.NS
24-01-2013,74.50744278,74.50744278,67.5677997,69.63093567,845836,0,0,20MICRONS.NS
25-01-2013,69.86538612,70.56872894,58.61190111,63.93386459,2921352,0,0,20MICRONS.NS
28-01-2013,63.67596928,75.67968205,63.67596928,67.28646088,2661516,0,2,20MICRONS.NS
29-01-2013,67.89603063,67.98980825,63.76975118,64.56687164,492543,0,0,20MICRONS.NS
30-01-2013,64.37931682,64.51998682,63.39463397,63.86352921,377153,0,0,20MICRONS.NS
31-01-2013,63.86352382,65.78599697,63.76974621,64.51998138,345591,0,0,20MICRONS.NS
01-02-2013,65.50466396,66.1142292,64.23864823,64.37931824,264315,0,0,20MICRONS.NS
04-02-2013,64.89509793,66.91134888,63.30085699,64.23864746,482473,0,0,20MICRONS.NS
05-02-2013,66.06733053,66.06733053,62.87884891,63.11329651,293756,0,0,20MICRONS.NS
06-02-2013,64.28554459,65.12955035,61.42528057,64.14487457,492187,0,0,20MICRONS.NS
07-02-2013,63.8166399,65.08265552,51.34402466,51.34402466,746551,0,0,20MICRONS.NS
08-02-2013,41.07522202,41.07522202,41.07522202,41.07522202,23515,0,0,20MICRONS.NS
11-02-2013,36.99583054,36.99583054,36.99583054,36.99583054,25471,0,0,20MICRONS.NS
12-02-2013,33.33845139,33.33845139,33.33845139,33.33845139,17857,0,0,20MICRONS.NS
13-02-2013,30.00929181,33.71356448,30.00929181,31.65042496,3800618,0,0,20MICRONS.NS
14-02-2013,30.99397606,32.91644592,30.57196961,30.85330963,525541,0,0,20MICRONS.NS
15-02-2013,31.04086325,32.35377135,30.94708564,32.11932373,205574,0,0,20MICRONS.NS
18-02-2013,33.33844835,33.71356595,32.21309915,33.47911835,596629,0,0,20MICRONS.NS
19-02-2013,34.08868119,34.37002118,32.11932269,32.44754791,175683,0,0,20MICRONS.NS
20-02-2013,32.72889029,33.57289961,31.8848774,32.40066147,148626,0,0,20MICRONS.NS
21-02-2013,32.02554802,32.54133209,31.41598274,31.46287155,166942,0,0,20MICRONS.NS
22-02-2013,31.88487964,32.30688611,30.38441614,31.27531433,258850,0,0,20MICRONS.NS
25-02-2013,31.228422,31.65042843,29.72795868,29.72795868,174738,0,0,20MICRONS.NS
26-02-2013,29.07150191,30.2437399,28.27437973,28.27437973,163162,0,0,20MICRONS.NS
27-02-2013,28.22749389,29.68106842,28.22749389,29.68106842,141077,0,0,20MICRONS.NS
28-02-2013,31.08775599,31.1346448,29.72795907,30.10307312,189858,0,0,20MICRONS.NS
01-03-2013,28.60261,31.50975909,28.60261,29.21217346,101214,0,0,20MICRONS.NS
04-03-2013,30.00929801,30.00929801,28.64950097,29.3997345,104077,0,0,20MICRONS.NS
05-03-2013,29.54039972,29.82173614,27.94615521,27.99304581,89499,0,0,20MICRONS.NS
06-03-2013,28.83705508,29.25906148,27.99304407,29.07150269,85416,0,0,20MICRONS.NS
07-03-2013,30.75952677,30.75952677,29.54039987,29.72795868,94629,0,0,20MICRONS.NS
08-03-2013,30.33752152,30.52508033,30.14996628,30.2437439,51425,0,0,20MICRONS.NS
11-03-2013,30.24374159,30.94708442,29.44661936,29.63417816,47627,0,0,20MICRONS.NS
12-03-2013,30.10307042,30.57196562,29.21217062,30.43129921,45646,0,0,20MICRONS.NS
13-03-2013,30.43130046,30.43130046,28.50882899,28.7432766,99338,0,0,20MICRONS.NS
14-03-2013,28.6026078,30.29062984,28.6026078,29.25906181,71393,0,0,20MICRONS.NS
15-03-2013,29.49351116,29.9155158,28.6494983,28.83705711,76525,0,0,20MICRONS.NS
18-03-2013,29.07150441,29.07150441,28.60260918,28.64949799,55153,0,0,20MICRONS.NS
19-03-2013,29.54040059,29.91551643,28.41505128,28.55572128,88815,0,0,20MICRONS.NS
20-03-2013,28.69638792,28.93083553,28.41504971,28.50882912,49646,0,0,20MICRONS.NS
21-03-2013,29.16528246,29.16528246,28.13371264,28.36816025,90943,0,0,20MICRONS.NS
22-03-2013,28.55571958,29.07150361,28.27438138,28.7432766,28183,0,0,20MICRONS.NS
25-03-2013,29.54039711,29.54039711,28.22749093,28.27437973,71848,0,0,20MICRONS.NS
26-03-2013,29.49350947,29.49350947,28.27438085,28.36816025,60379,0,0,20MICRONS.NS
28-03-2013,28.55571997,29.77484684,28.32127236,29.35284042,37770,0,0,20MICRONS.NS
01-04-2013,30.00929521,30.00929521,28.46194128,28.83705711,46677,0,0,20MICRONS.NS
02-04-2013,28.83705822,29.07150585,28.50883119,28.93083763,16230,0,0,20MICRONS.NS
03-04-2013,30.00929736,30.00929736,28.50883213,28.60261154,42198,0,0,20MICRONS.NS
04-04-2013,28.64949733,29.07150374,28.3212721,28.50882912,32485,0,0,20MICRONS.NS
05-04-2013,29.44662118,29.44662118,28.36816247,28.55572128,32705,0,0,20MICRONS.NS
08-04-2013,28.60260918,28.8839456,28.41505037,28.64949799,28216,0,0,20MICRONS.NS
09-04-2013,28.60260852,29.16528314,28.3212721,28.50882912,44298,0,0,20MICRONS.NS
10-04-2013,28.79016799,28.79016799,28.22749335,28.64949799,47885,0,0,20MICRONS.NS
11-04-2013,29.72796091,29.82173853,28.36816391,28.60261154,22874,0,0,20MICRONS.NS
12-04-2013,29.25906564,29.25906564,28.27438449,28.60261154,25755,0,0,20MICRONS.NS
15-04-2013,28.22749302,28.83705645,28.22749302,28.69638824,26980,0,0,20MICRONS.NS
16-04-2013,28.93083586,29.02461526,28.27438182,28.69638824,26527,0,0,20MICRONS.NS
17-04-2013,28.6963872,29.49350942,28.32127139,29.25906181,104572,0,0,20MICRONS.NS
